lea_id,lea_name,school_id,school_name.x,identified_student_percentage_isp,proxy_identified_student_percentage_isp,eligible_to_participate,near_eligible_to_participate,currently_participating,participating_as_an_individual_site,participating_as_part_of_a_group_of_schools,participating_as_part_of_an_entire_district,participating_in_year_4_and_eligible_for_a_grace_year,student_enrollment_in_near_eligible_eligible_and_participating_cep_schools,comments,pkey,isp,enrollment,cep,academic_year,county_code,district_code,school_code,county_name,district_name,school_name.y,district_type,school_type,educational_option_type,nslp_provision_status,charter_school_y_n,charter_school_number,charter_funding_type,irc,low_grade,high_grade,enrollment_k_12,free_meal_count_k_12,percent_percent_eligible_free_k_12,frpm_count_k_12,percent_percent_eligible_frpm_k_12,enrollment_ages_5_17,free_meal_count_ages_5_17,percent_percent_eligible_free_ages_5_17,frpm_count_ages_5_17,percent_percent_eligible_frpm_ages_5_17,calpads_fall_1_certification_status
1702,Los Angeles Unified School District,19647336110977,WALNUT PARK ELEMENTARY,NA,0.54396423248882264,X,NA,X,NA,G2,NA,NA,671,NA,647336110977,0.5439642324888228,671,1,2019-2020,19,64733,6110977,Los Angeles,Los Angeles Unified,Walnut Park Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No,NA,NA,N,K,5,625,561,0.8976,585,0.936,590,530,0.8983050847457628,554,0.9389830508474576,Y
1702,Los Angeles Unified School District,19647336110969,ESPERANZA ELEMENTARY,NA,0.6941031941031941,X,NA,X,NA,G1,NA,NA,814,NA,647336110969,0.6941031941031941,814,1,2019-2020,19,64733,6110969,Los Angeles,Los Angeles Unified,Esperanza Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No,NA,NA,N,K,5,780,765,0.9807692307692307,777,0.9961538461538462,745,730,0.9798657718120806,742,0.9959731543624161,Y
1702,Los Angeles Unified School District,19647336110951,SARA COUGHLIN ELEMENTARY,NA,0.50936967632027252,X,NA,X,NA,G1,NA,NA,587,NA,647336110951,0.5093696763202726,587,1,2019-2020,19,64733,6110951,Los Angeles,Los Angeles Unified,Sara Coughlin Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No,NA,NA,N,K,5,565,515,0.911504424778761,544,0.9628318584070796,537,488,0.9087523277467412,516,0.9608938547486033,Y
1702,Los Angeles Unified School District,19647336110274,NUEVA VISTA ELEMENTARY,NA,0.47114375655823715,X,NA,X,NA,G1,NA,NA,953,NA,647336110274,0.4711437565582371,953,1,2019-2020,19,64733,6110274,Los Angeles,Los Angeles Unified,Nueva Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No,NA,NA,N,K,5,869,747,0.859608745684695,812,0.9344073647871116,833,718,0.8619447779111644,778,0.9339735894357744,Y
1702,Los Angeles Unified School District,19647336110266,LEO POLITI ELEMENTARY,NA,0.49928469241773965,X,NA,X,NA,G2,NA,NA,699,NA,647336110266,0.49928469241773965,699,1,2019-2020,19,64733,6110266,Los Angeles,Los Angeles Unified,Leo Politi Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No,NA,NA,N,K,5,712,666,0.9353932584269663,689,0.9676966292134831,683,640,0.9370424597364568,661,0.9677891654465594,Y
1702,Los Angeles Unified School District,19647336108641,SAN MIGUEL ELEMENTARY,NA,0.43550165380374861,X,NA,NA,NA,NA,NA,NA,907,NA,647336108641,0.43550165380374867,907,0,2019-2020,19,64733,6108641,Los Angeles,Los Angeles Unified,San Miguel Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No,NA,NA,N,K,5,893,768,0.8600223964165733,817,0.9148936170212766,841,725,0.8620689655172413,768,0.9131985731272295,Y
1702,Los Angeles Unified School District,19647336107411,TERESA HUGHES ELEMENTARY,NA,0.51387054161162482,X,NA,X,NA,G2,NA,NA,757,NA,647336107411,0.5138705416116247,757,1,2019-2020,19,64733,6107411,Los Angeles,Los Angeles Unified,Teresa Hughes Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No,NA,NA,N,K,6,717,619,0.8633193863319386,656,0.9149232914923291,699,603,0.8626609442060086,640,0.9155937052932761,Y
1702,Los Angeles Unified School District,19647336107403,MONTARA AVENUE ELEMENTARY,NA,0.44673123486682809,X,NA,X,NA,G1,NA,NA,826,NA,647336107403,0.44673123486682803,826,1,2019-2020,19,64733,6107403,Los Angeles,Los Angeles Unified,Montara Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No,NA,NA,N,K,6,782,658,0.8414322250639387,722,0.9232736572890026,729,615,0.8436213991769548,674,0.9245541838134431,Y
1702,Los Angeles Unified School District,19647336107064,Pio Pico Middle,NA,0.54251012145748989,X,NA,X,NA,G1,NA,NA,494,NA,647336107064,0.5425101214574898,494,1,2019-2020,19,64733,6107064,Los Angeles,Los Angeles Unified,Pio Pico Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No,NA,NA,N,6,8,473,432,0.9133192389006343,449,0.9492600422832981,473,432,0.9133192389006343,449,0.9492600422832981,Y
1702,Los Angeles Unified School District,19647336104822,SUNRISE ELEMENTARY,NA,0.5164179104477612,X,NA,X,NA,G1,NA,NA,335,NA,647336104822,0.5164179104477611,335,1,2019-2020,19,64733,6104822,Los Angeles,Los Angeles Unified,Sunrise Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No,NA,NA,N,K,6,318,288,0.9056603773584906,308,0.9685534591194969,297,272,0.9158249158249159,290,0.9764309764309764,Y
1702,Los Angeles Unified School District,19647336104814,NINTH STREET ELEMENTARY,NA,0.79761904761904767,X,NA,X,NA,G1,NA,NA,336,NA,647336104814,0.7976190476190477,336,1,2019-2020,19,64733,6104814,Los Angeles,Los Angeles Unified,Ninth Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No,NA,NA,N,K,5,311,298,0.9581993569131833,304,0.977491961414791,310,297,0.9580645161290322,303,0.9774193548387097,Y
1702,Los Angeles Unified School District,19647336100069,Balboa Gifted/High Ability Magnet Elementary,NA,0.11796246648793565,NA,NA,NA,NA,NA,NA,NA,746,NA,647336100069,0.11796246648793567,746,0,2019-2020,19,64733,6100069,Los Angeles,Los Angeles Unified,Balboa Gifted/High Ability Magnet Elementary,Unified School District,Alternative Schools of Choice,Alternative School of Choice,Not Participating,No,NA,NA,N,1,5,713,141,0.19775596072931276,193,0.270687237026648,713,141,0.19775596072931276,193,0.270687237026648,Y
1702,Los Angeles Unified School District,19647336097927,OPEN CHARTER MAGNET,NA,7.160493827160494E-2,NA,NA,NA,NA,NA,NA,NA,405,NA,647336097927,0.07160493827160494,405,0,2019-2020,19,64733,6097927,Los Angeles,Los Angeles Unified,Open Charter Magnet,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,0012,Locally funded,N,K,5,402,48,0.11940298507462686,66,0.16417910447761194,402,48,0.11940298507462686,66,0.16417910447761194,Y
1702,Los Angeles Unified School District,19647336094726,COMMUNITY MAGNET CHARTER ELEMENTARY,NA,0.15065502183406113,NA,NA,NA,NA,NA,NA,NA,458,NA,647336094726,0.15065502183406115,458,0,2019-2020,19,64733,6094726,Los Angeles,Los Angeles Unified,Community Magnet Charter Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,0957,Locally funded,N,K,5,463,105,0.2267818574514039,119,0.2570194384449244,463,105,0.2267818574514039,119,0.2570194384449244,Y
1702,Los Angeles Unified School District,19647336089700,FISHBURN AVENUE ELEMENTARY,NA,0.49784482758620691,X,NA,X,NA,G1,NA,NA,464,NA,647336089700,0.4978448275862069,464,1,2019-2020,19,64733,6089700,Los Angeles,Los Angeles Unified,Fishburn Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No,NA,NA,N,K,5,462,380,0.8225108225108225,423,0.9155844155844156,435,356,0.8183908045977012,398,0.9149425287356322,Y
1702,Los Angeles Unified School District,19647336071443,Robert F. Kennedy Elementary,NA,0.45867768595041325,X,NA,X,I,NA,NA,NA,242,NA,647336071443,0.45867768595041336,242,1,2019-2020,19,64733,6071443,Los Angeles,Los Angeles Unified,Robert F. Kennedy Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No,NA,NA,N,K,6,221,208,0.9411764705882353,217,0.9819004524886877,216,204,0.9444444444444444,212,0.9814814814814815,Y
1702,Los Angeles Unified School District,19647336071435,Castlebay Lane Charter,NA,9.45945945945946E-2,NA,NA,NA,NA,NA,NA,NA,740,NA,647336071435,0.09459459459459466,740,0,2019-2020,19,64733,6071435,Los Angeles,Los Angeles Unified,Castlebay Lane Charter,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1477,Locally funded,N,K,5,707,107,0.15134370579915135,133,0.18811881188118812,697,106,0.15208034433285508,132,0.18938307030129126,Y
1702,Los Angeles Unified School District,19647336068431,EL SERENO MIDDLE,NA,0.52862254025044719,X,NA,X,I,NA,NA,NA,1118,NA,647336068431,0.5286225402504472,1118,1,2019-2020,19,64733,6068431,Los Angeles,Los Angeles Unified,El Sereno Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No,NA,NA,N,6,8,1120,925,0.8258928571428571,1008,0.9,1120,925,0.8258928571428571,1008,0.9,Y
1702,Los Angeles Unified School District,19647336066294,GLENN HAMMOND CURTISS MIDDLE,NA,0.57023060796645697,X,NA,X,I,NA,NA,NA,477,NA,647336066294,0.570230607966457,477,1,2019-2020,19,64733,6066294,Los Angeles,Los Angeles Unified,Glenn Hammond Curtiss Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No,NA,NA,N,6,8,493,410,0.8316430020283976,438,0.8884381338742393,493,410,0.8316430020283976,438,0.8884381338742393,Y
1702,Los Angeles Unified School District,19647336066286,SATURN STREET ELEMENTARY,NA,0.44171779141104295,X,NA,X,NA,G2,NA,NA,326,NA,647336066286,0.44171779141104295,326,1,2019-2020,19,64733,6066286,Los Angeles,Los Angeles Unified,Saturn Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No,NA,NA,N,K,5,311,259,0.8327974276527331,282,0.9067524115755627,280,240,0.8571428571428571,258,0.9214285714285714,Y
1702,Los Angeles Unified School District,19647336066278,LOREN MILLER ELEMENTARY,NA,0.67737430167597767,X,NA,X,NA,G1,NA,NA,716,NA,647336066278,0.6773743016759776,716,1,2019-2020,19,64733,6066278,Los Angeles,Los Angeles Unified,Loren Miller Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No,NA,NA,N,K,6,736,702,0.9538043478260869,717,0.9741847826086957,700,667,0.9528571428571428,681,0.9728571428571429,Y
1702,Los Angeles Unified School District,19647336062699,WALTER REED MIDDLE,NA,0.26913875598086123,NA,NA,NA,NA,NA,NA,NA,1672,NA,647336062699,0.26913875598086134,1672,0,2019-2020,19,64733,6062699,Los Angeles,Los Angeles Unified,Walter Reed Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No,NA,NA,N,6,8,1678,756,0.4505363528009535,877,0.5226460071513707,1678,756,0.4505363528009535,877,0.5226460071513707,Y
1702,Los Angeles Unified School District,19647336061600,Sun Valley Magnet,NA,0.51388888888888884,X,NA,X,NA,G1,NA,NA,1512,NA,647336061600,0.5138888888888888,1512,1,2019-2020,19,64733,6061600,Los Angeles,Los Angeles Unified,Sun Valley Magnet,Unified School District,K-12 Schools (Public),Traditional,CEP,No,NA,NA,N,6,12,1497,1338,0.8937875751503006,1422,0.9498997995991983,1489,1330,0.8932169241101411,1414,0.9496306245802552,Y
1702,Los Angeles Unified School District,19647336061584,GASPAR DE PORTOLA MIDDLE,NA,0.28079096045197738,NA,NA,NA,NA,NA,NA,NA,1770,NA,647336061584,0.2807909604519773,1770,0,2019-2020,19,64733,6061584,Los Angeles,Los Angeles Unified,Gaspar De Portola Charter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,Yes,2074,Locally funded,N,6,8,1724,721,0.41821345707656615,892,0.5174013921113689,1724,721,0.41821345707656615,892,0.5174013921113689,Y
1702,Los Angeles Unified School District,19647336061576,Robert E. Peary Middle,NA,0.50358565737051797,X,NA,NA,NA,NA,NA,NA,1255,NA,647336061576,0.5035856573705181,1255,0,2019-2020,19,64733,6061576,Los Angeles,Los Angeles Unified,Robert E. Peary Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No,NA,NA,N,6,8,1220,993,0.8139344262295082,1056,0.8655737704918033,1220,993,0.8139344262295082,1056,0.8655737704918033,Y
1702,Los Angeles Unified School District,19647336061568,Woodland Hills Academy,NA,0.43402225755166934,X,NA,NA,NA,NA,NA,NA,629,NA,647336061568,0.4340222575516694,629,0,2019-2020,19,64733,6061568,Los Angeles,Los Angeles Unified,Woodland Hills Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No,NA,NA,N,6,8,633,450,0.7109004739336493,482,0.7614533965244866,633,450,0.7109004739336493,482,0.7614533965244866,Y
1702,Los Angeles Unified School District,19647336061550,OLIVE VISTA MIDDLE,NA,0.47908121410992616,X,NA,X,NA,G1,NA,NA,1219,NA,647336061550,0.4790812141099262,1219,1,2019-2020,19,64733,6061550,Los Angeles,Los Angeles Unified,Olive Vista Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No,NA,NA,N,6,8,1232,987,0.8011363636363636,1075,0.872564935064935,1232,987,0.8011363636363636,1075,0.872564935064935,Y
1702,Los Angeles Unified School District,19647336061543,Alfred B. Nobel Charter Middle,NA,0.20793716411740387,NA,NA,NA,NA,NA,NA,NA,2419,NA,647336061543,0.20793716411740396,2419,0,2019-2020,19,64733,6061543,Los Angeles,Los Angeles Unified,Alfred B. Nobel Charter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,Yes,1480,Locally funded,N,6,8,2307,863,0.3740788903337668,1153,0.49978326831382747,2307,863,0.3740788903337668,1153,0.49978326831382747,Y
1702,Los Angeles Unified School District,19647336061535,"Johnnie Cochran, Jr., Middle",NA,0.625,X,NA,X,NA,G1,NA,NA,616,NA,647336061535,0.625,616,1,2019-2020,19,64733,6061535,Los Angeles,Los Angeles Unified,"Johnnie Cochran, Jr., Middle",Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No,NA,NA,N,6,8,576,544,0.9444444444444444,562,0.9756944444444444,576,544,0.9444444444444444,562,0.9756944444444444,Y
1702,Los Angeles Unified School District,19647336061527,EDWIN MARKHAM MIDDLE,NA,0.69565217391304346,X,NA,X,NA,G1,NA,NA,713,NA,647336061527,0.6956521739130435,713,1,2019-2020,19,64733,6061527,Los Angeles,Los Angeles Unified,Edwin Markham Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No,NA,NA,N,6,8,698,673,0.9641833810888252,684,0.9799426934097422,698,673,0.9641833810888252,684,0.9799426934097422,Y
1702,Los Angeles Unified School District,19647336061519,JAMES MADISON MIDDLE,NA,0.52680115273775219,X,NA,X,NA,G1,NA,NA,1735,NA,647336061519,0.5268011527377522,1735,1,2019-2020,19,64733,6061519,Los Angeles,Los Angeles Unified,James Madison Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No,NA,NA,N,6,8,1650,1384,0.8387878787878787,1469,0.8903030303030303,1650,1384,0.8387878787878787,1469,0.8903030303030303,Y
1702,Los Angeles Unified School District,19647336061501,JOSEPH LE CONTE MIDDLE,NA,0.52686762778505902,X,NA,X,NA,G2,NA,NA,763,NA,647336061501,0.5268676277850589,763,1,2019-2020,19,64733,6061501,Los Angeles,Los Angeles Unified,Joseph Le Conte Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No,NA,NA,N,6,8,744,660,0.8870967741935484,701,0.9422043010752689,744,660,0.8870967741935484,701,0.9422043010752689,Y
1702,Los Angeles Unified School District,19647336061485,PATRICK HENRY MIDDLE,NA,0.35059760956175301,NA,X,NA,NA,NA,NA,NA,1255,NA,647336061485,0.35059760956175295,1255,0,2019-2020,19,64733,6061485,Los Angeles,Los Angeles Unified,Patrick Henry Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No,NA,NA,N,6,8,1255,668,0.5322709163346614,849,0.6764940239043825,1255,668,0.5322709163346614,849,0.6764940239043825,Y
1702,Los Angeles Unified School District,19647336061477,George Ellery Hale Charter Academy,NA,0.19618781961878196,NA,NA,NA,NA,NA,NA,NA,2151,NA,647336061477,0.1961878196187819,2151,0,2019-2020,19,64733,6061477,Los Angeles,Los Angeles Unified,George Ellery Hale Charter Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,Yes,1346,Locally funded,N,6,8,2149,642,0.29874360167519776,781,0.3634248487668683,2149,642,0.29874360167519776,781,0.3634248487668683,Y
1702,Los Angeles Unified School District,19647336061469,Henry T. Gage Middle,NA,0.53541260558804415,X,NA,X,NA,G2,NA,NA,1539,NA,647336061469,0.535412605588044,1539,1,2019-2020,19,64733,6061469,Los Angeles,Los Angeles Unified,Henry T. Gage Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No,NA,NA,N,6,8,1448,1360,0.9392265193370166,1415,0.9772099447513812,1448,1360,0.9392265193370166,1415,0.9772099447513812,Y
1702,Los Angeles Unified School District,19647336061451,FOSHAY LEARNING CENTER,NA,0.53590859630032639,X,NA,X,NA,G2,NA,NA,1838,NA,647336061451,0.5359085963003265,1838,1,2019-2020,19,64733,6061451,Los Angeles,Los Angeles Unified,Foshay Learning Center,Unified School District,K-12 Schools (Public),Traditional,CEP,No,NA,NA,N,K,12,1863,1528,0.8201825013419216,1620,0.8695652173913043,1859,1524,0.8197955890263583,1616,0.8692845615922539,Y
1702,Los Angeles Unified School District,19647336061444,Thomas A. Edison Middle,NA,0.62066246056782337,X,NA,X,NA,G1,NA,NA,1268,NA,647336061444,0.6206624605678234,1268,1,2019-2020,19,64733,6061444,Los Angeles,Los Angeles Unified,Thomas A. Edison Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No,NA,NA,N,6,8,1177,1119,0.9507221750212405,1143,0.9711129991503823,1177,1119,0.9507221750212405,1143,0.9711129991503823,Y
1702,Los Angeles Unified School District,19647336061436,RUDECINDA SEPULVEDA DODSON MIDDLE,NA,0.30186480186480186,NA,X,NA,NA,NA,NA,NA,1716,NA,647336061436,0.30186480186480197,1716,0,2019-2020,19,64733,6061436,Los Angeles,Los Angeles Unified,Rudecinda Sepulveda Dodson Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No,NA,NA,N,6,8,1668,775,0.4646282973621103,1017,0.6097122302158273,1668,775,0.4646282973621103,1017,0.6097122302158273,Y
1702,Los Angeles Unified School District,19647336061410,JOHN BURROUGHS MIDDLE,NA,0.4191090269636577,X,NA,NA,NA,NA,NA,NA,1706,NA,647336061410,0.41910902696365776,1706,0,2019-2020,19,64733,6061410,Los Angeles,Los Angeles Unified,John Burroughs Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No,NA,NA,N,6,8,1700,1257,0.7394117647058823,1415,0.8323529411764706,1700,1257,0.7394117647058823,1415,0.8323529411764706,Y
1702,Los Angeles Unified School District,19647336061402,BERENDO MIDDLE,NA,0.58866995073891626,X,NA,X,NA,G2,NA,NA,812,NA,647336061402,0.5886699507389163,812,1,2019-2020,19,64733,6061402,Los Angeles,Los Angeles Unified,Berendo Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No,NA,NA,N,6,8,768,709,0.9231770833333334,734,0.9557291666666666,768,709,0.9231770833333334,734,0.9557291666666666,Y
1702,Los Angeles Unified School District,19647336061394,AUDUBON MIDDLE,NA,0.6750524109014675,X,NA,X,NA,G1,NA,NA,477,NA,647336061394,0.6750524109014674,477,1,2019-2020,19,64733,6061394,Los Angeles,Los Angeles Unified,Audubon Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No,NA,NA,N,6,8,441,386,0.8752834467120182,395,0.8956916099773242,441,386,0.8752834467120182,395,0.8956916099773242,Y
1702,Los Angeles Unified School District,19647336060586,Sophia T. Salvin Special Education Center,NA,8.4112149532710276E-2,NA,NA,X,NA,G3,NA,NA,107,NA,647336060586,0.08411214953271028,107,1,2019-2020,19,64733,6060586,Los Angeles,Los Angeles Unified,Sophia T. Salvin Special Education Center,Unified School District,Special Education Schools (Public),Special Education School,CEP,No,NA,NA,N,K,8,106,93,0.8773584905660378,101,0.9528301886792453,106,93,0.8773584905660378,101,0.9528301886792453,Y
1702,Los Angeles Unified School District,19647336060578,SVEN LOKRANTZ SPECIAL EDUCATION CENTER,NA,0.12280701754385964,NA,NA,NA,NA,NA,NA,NA,57,NA,647336060578,0.12280701754385964,57,0,2019-2020,19,64733,6060578,Los Angeles,Los Angeles Unified,Sven Lokrantz Special Education Center,Unified School District,Special Education Schools (Public),Special Education School,Not Participating,No,NA,NA,N,K,12,60,26,0.43333333333333335,34,0.5666666666666667,58,25,0.43103448275862066,33,0.5689655172413793,Y
1702,Los Angeles Unified School District,19647336060545,Alfonso B. Perez Special Education Center,NA,5.7627118644067797E-2,NA,NA,X,NA,G1,NA,NA,295,NA,647336060545,0.0576271186440678,295,1,2019-2020,19,64733,6060545,Los Angeles,Los Angeles Unified,Alfonso B. Perez Special Education Center,Unified School District,Special Education Schools (Public),Special Education School,CEP,No,NA,NA,N,K,12,314,255,0.8121019108280255,287,0.9140127388535032,54,39,0.7222222222222222,45,0.8333333333333334,Y
1702,Los Angeles Unified School District,19647336060529,MARLTON,NA,0.42325581395348838,X,NA,X,NA,G2,NA,NA,215,NA,647336060529,0.4232558139534884,215,1,2019-2020,19,64733,6060529,Los Angeles,Los Angeles Unified,Marlton,Unified School District,Special Education Schools (Public),Special Education School,CEP,No,NA,NA,N,K,12,201,188,0.9353233830845771,193,0.9601990049751243,181,170,0.9392265193370166,174,0.9613259668508287,Y
1702,Los Angeles Unified School District,19647336060511,James J. McBride Special Education Center,NA,8.943089430894309E-2,NA,NA,NA,NA,NA,NA,NA,123,NA,647336060511,0.0894308943089431,123,0,2019-2020,19,64733,6060511,Los Angeles,Los Angeles Unified,James J. McBride Special Education Center,Unified School District,Special Education Schools (Public),Special Education School,Not Participating,No,NA,NA,N,6,12,140,87,0.6214285714285714,96,0.6857142857142857,18,13,0.7222222222222222,14,0.7777777777777778,Y
